Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
105,P O'mahony,The risk factors prevention paradigm and the causes of youth crime: A deceptively useful analysis?,2009,Youth justice,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1473225409105490,"https://scholar.google.com/scholar?cites=13769842440887168725&as_sdt=40005&sciodt=0,10&hl=en",33,2/3/2022 13:42,,10.1177/1473225409105490,,,,,,,105,8.08,105,1,13,"The risk factors prevention paradigm (RFPP) is currently the dominant discourse in juvenile justice, exerting a powerful influence over policy and practice in the UK, Ireland and other countries. This article argues that the predominance of the RFPP is in many ways an …",,"https://scholar.google.com/scholar?q=related:1W4thr5OGL8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
100,"TM Baye, T Abebe, RA Wilke",Genotype–environment interactions and their translational implications,2011,Personalized medicine,Future Medicine,https://www.futuremedicine.com/doi/abs/10.2217/pme.10.75,"https://scholar.google.com/scholar?cites=5075768129753477416&as_sdt=40005&sciodt=0,10&hl=en",34,2/3/2022 13:42,,10.2217/pme.10.75,,,,,,,100,9.09,33,3,11,"Organisms frequently encounter different environmental conditions. The physiological and behavioral responses to these conditions depend on the genetic make up of individuals. Genotype generally remains constant from one environment to another, although occasional …",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3108095/,"https://scholar.google.com/scholar?q=related:KHE0sDjAcEYJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
97,"MAB Van der Sande, PA Waight, M Mendy, S Zaman, ...",Long-term protection against HBV chronic carriage of Gambian adolescents vaccinated in infancy and immune response in HBV booster trial in adolescence,2007,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000753,"https://scholar.google.com/scholar?cites=5270253404422499535&as_sdt=40005&sciodt=0,10&hl=en",35,2/3/2022 13:42,HTML,,,,,,,,97,6.47,19,5,15,"Background Chronic infection with hepatitis B virus (HBV) arising in childhood is associated with hepatocellular carcinoma in adult life. Between 1986 and 1990, approximately 120,000 Gambian newborns were enrolled in a randomised controlled trial to assess the …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000753,"https://scholar.google.com/scholar?q=related:z2zlXoyzI0kJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
94,MF Roizen,RealAge: Are You as Young as You Can Be?,2010,,Harper Collins,,"https://scholar.google.com/scholar?cites=12801237765657920653&as_sdt=40005&sciodt=0,10&hl=en",36,2/3/2022 13:42,CITATION,,,,,,,,94,7.83,94,1,12,,,"https://scholar.google.com/scholar?q=related:jQRbi-whp7EJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
88,"JP Vandenbrouckel, E von Elm, DG Altman, ...",Strengthening the Reporting of Observational Studies in Epidemiology (STROBE): explanation and elaboration,2007,PLoS Medicine,go.gale.com,https://go.gale.com/ps/i.do?id=GALE%7CA171772985&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=15491277&p=HRCA&sw=w,"https://scholar.google.com/scholar?cites=9944072027303999134&as_sdt=40005&sciodt=0,10&hl=en",37,2/3/2022 13:42,,,,,,,,,88,5.87,22,4,15,Much medical research is observational. The reporting of observational studies is often of insufficient quality. Poor reporting hampers the assessment of the strengths and weaknesses of a study and the generalisability of its results. Taking into account empirical …,,"https://scholar.google.com/scholar?q=related:nnZaqNJwAIoJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
84,"SD Dorn, ND Shah, BP Berg, JM Naessens",Effect of weekend hospital admission on gastrointestinal hemorrhage outcomes,2010,Digestive diseases and …,Springer,https://link.springer.com/article/10.1007/s10620-009-0914-1,"https://scholar.google.com/scholar?cites=898504571647803388&as_sdt=40005&sciodt=0,10&hl=en",38,2/3/2022 13:42,,10.1007/s10620-009-0914-1,,,,,,,84,7,21,4,12,"Objective To determine whether outcomes for patients admitted with UGIH differ depending on weekend versus weekday admission, and whether any such differences are mediated by discrepancies in the use and timing of endoscopy. Methods This was a cross-sectional …",,"https://scholar.google.com/scholar?q=related:_L8hviUheAwJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
80,N Pearce,Corporate influences on epidemiology,2008,International Journal of Epidemiology,academic.oup.com,https://academic.oup.com/ije/article-abstract/37/1/46/771539,"https://scholar.google.com/scholar?cites=14164111910438508861&as_sdt=40005&sciodt=0,10&hl=en",39,2/3/2022 13:42,,,,,,,,,80,5.71,80,1,14,"Corporate influences on epidemiology have become stronger and more pervasive in the last few decades, particularly in the contentious fields of pharmacoepidemiology and occupational epidemiology. For every independent epidemiologist studying the side effects …",https://academic.oup.com/ije/article-pdf/37/1/46/2314830/dym270.pdf,"https://scholar.google.com/scholar?q=related:PRmR5LwIkcQJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
77,P Grandjean,Late insights into early origins of disease,2008,Basic & clinical pharmacology & toxicology,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1742-7843.2007.00167.x,"https://scholar.google.com/scholar?cites=5618959044526578412&as_sdt=40005&sciodt=0,10&hl=en",40,2/3/2022 13:42,,10.1111/j.1742-7843.2007.00167.x,,,,,,,77,5.5,77,1,14,"Burgeoning research into early functional programming has opened a new perspective of developmental origins of disease and organ dysfunction. In examining the roots of this emerging paradigm, it appears that crucial observations were made already 25 years ago …",https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1742-7843.2007.00167.x,"https://scholar.google.com/scholar?q=related:7Jp5AHuN-k0J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
75,"A Petrova, C Ayers, S Stechna, JA Gerling, ...",Effectiveness of exclusive breastfeeding promotion in low-income mothers: a randomized controlled study,2009,Breastfeeding …,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/bfm.2008.0126,"https://scholar.google.com/scholar?cites=11247569381382774019&as_sdt=40005&sciodt=0,10&hl=en",41,2/3/2022 13:42,,10.1089/bfm.2008.0126,,,,,,,75,5.77,15,5,13,"Objective: To evaluate the effectiveness of a breastfeeding promotion program in the Women, Infant and Children (WIC) Supplemental Nutrition Program participants. Study design: This randomized clinical trial included 52 women in the intervention group who …",,"https://scholar.google.com/scholar?q=related:A13hm8JkF5wJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
69,"GCM Siontis, JPA Ioannidis",Risk factors and interventions with statistically significant tiny effects,2011,International journal of …,academic.oup.com,https://academic.oup.com/ije/article-abstract/40/5/1292/657981,"https://scholar.google.com/scholar?cites=5702350620900277527&as_sdt=40005&sciodt=0,10&hl=en",42,2/3/2022 13:42,,,,,,,,,69,6.27,35,2,11,Background Large studies may identify postulated risk factors and interventions with very small effect sizes. We aimed to assess empirically a large number of statistically significant relative risks (RRs) of tiny magnitude and their interpretation by investigators. Methods RRs …,https://academic.oup.com/ije/article/40/5/1292/657981,"https://scholar.google.com/scholar?q=related:Fz19Z63RIk8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
64,"MT Haneline, AL Rosner",The etiology of cervical artery dissection,2007,Journal of chiropractic medicine,Elsevier,https://www.sciencedirect.com/science/article/pii/S0899346707000778,"https://scholar.google.com/scholar?cites=7143529713916537433&as_sdt=40005&sciodt=0,10&hl=en",43,2/3/2022 13:42,,,,,,,,,64,4.27,32,2,15,"The etiology of cervical artery dissection (CAD) is unclear, although a number of risk factors have been reported to be associated with the condition. On rare occasions, patients experience CAD after cervical spine manipulation, making knowledge about the cervical …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2647091/,"https://scholar.google.com/scholar?q=related:WWpxQG3qImMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
64,"WG Hopkins, AM Batterham, SW Marshall, ...",Progressive statistics.,2009,…,search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=11749210&asa=Y&AN=58495049&h=SuE1Li%2FYrMQSNcOXyBrAr05fxto2jfIFGc%2BdeAtAydNPvwkw0C2hsfDi3yJ1gAB6ygeSdy1XPX%2FzDWaY9uxsiw%3D%3D&crl=c,"https://scholar.google.com/scholar?cites=3035255168759187701&as_sdt=40005&sciodt=0,10&hl=en",44,2/3/2022 13:42,,,,,,,,,64,4.92,16,4,13,"Statistical guidelines and expert statements are now available to assist in the analysis and reporting of studies in some biomedical disciplines. We present here a more progressive resource for sample-based studies, meta-analyses and case studies in sports medicine and …",,"https://scholar.google.com/scholar?q=related:9UiPmH5kHyoJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
59,"J Hallas, R Christensen, M Andersen, ...",Long term use of drugs affecting the renin?angiotensin system and the risk of cancer: a population?based case?control study,2012,British journal of …,Wiley Online Library,https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2125.2012.04170.x,"https://scholar.google.com/scholar?cites=1728536675379013658&as_sdt=40005&sciodt=0,10&hl=en",45,2/3/2022 13:42,,10.1111/j.1365-2125.2012.04170.x,,,,,,,59,5.9,15,4,10,WHAT IS ALREADY KNOWN ABOUT THIS SUBJECT• A recent meta?analysis has suggested an increased risk of cancer among users of angiotensin receptor blockers. WHAT THIS STUDY ADDS• Within the limitations of an observational study there is no difference in …,https://bpspubs.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2125.2012.04170.x,"https://scholar.google.com/scholar?q=related:GmgztfL-_BcJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
57,"N Mathur, SK Rastogi",Respiratory effects due to occupational exposure to formaldehyde: Systematic review with meta-analysis,2007,Indian journal of occupational and …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3168108/,"https://scholar.google.com/scholar?cites=5230610013368691&as_sdt=40005&sciodt=0,10&hl=en",46,2/3/2022 13:42,HTML,,,,,,,,57,3.8,29,2,15,Subjects exposed to organic solvents frequently complain of respiratory symptoms. Epidemiological studies conducted in these exposed subjects with special reference to respiratory effects are very few and that too are on very small number of subjects. This paper …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3168108/,"https://scholar.google.com/scholar?q=related:czHOSzaVEgAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
57,"MR Spitz, ML Bondy",The evolving discipline of molecular epidemiology of cancer,2010,Carcinogenesis,academic.oup.com,https://academic.oup.com/carcin/article-abstract/31/1/127/2391545,"https://scholar.google.com/scholar?cites=3706398053355577240&as_sdt=40005&sciodt=0,10&hl=en",47,2/3/2022 13:42,,,,,,,,,57,4.75,29,2,12,Classical epidemiologic studies have made seminal contributions to identifying the etiology of most common cancers. Molecular epidemiology was conceived of as an extension of traditional epidemiology to incorporate biomarkers with questionnaire data to further our …,https://academic.oup.com/carcin/article-pdf/31/1/127/7092128/bgp246.pdf,"https://scholar.google.com/scholar?q=related:mF91ZmTFbzMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
55,"A Wong, HC Boshuizen, FG Schellevis, ...","Longitudinal administrative data can be used to examine multimorbidity, provided false discoveries are controlled for",2011,Journal of clinical …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0895435611000084,"https://scholar.google.com/scholar?cites=18331266487724930415&as_sdt=40005&sciodt=0,10&hl=en",48,2/3/2022 13:42,,,,,,,,,55,5,14,4,11,Objective This article presents methods for using administrative data to study multimorbidity in hospitalized individuals and indicates how the findings can be used to gain a deeper understanding of hospital multimorbidity. Study Design and Setting A Dutch nationwide …,https://www.academia.edu/download/45338845/Longitudinal_administrative_data_can_be_20160504-29085-3ir5mf.pdf,"https://scholar.google.com/scholar?q=related:b_XdU7-9Zf4J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
54,"S Ebrahim, M Clarke","STROBE: new standards for reporting observational epidemiology, a chance to improve",2007,International journal of epidemiology,academic.oup.com,https://academic.oup.com/ije/article-abstract/36/5/946/778554,"https://scholar.google.com/scholar?cites=13038044657597106793&as_sdt=40005&sciodt=0,10&hl=en",49,2/3/2022 13:42,,,,,,,,,54,3.6,27,2,15,"The shortfalls of observational epidemiology in terms of the generation of contradictory and spurious findings have been highlighted by many commentators—perhaps most memorably by pop-science journalist and general practitioner, James Le Fanu, who stated that 'the …",https://academic.oup.com/ije/article-pdf/36/5/946/2336872/dym185.pdf,"https://scholar.google.com/scholar?q=related:aUrBnYlw8LQJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
52,"A Straube, B Aicher, BL Fiebich, ...",Combined analgesics in (headache) pain therapy: shotgun approach or precise multi-target therapeutics?,2011,BMC …,bmcneurol.biomedcentral.com,https://bmcneurol.biomedcentral.com/articles/10.1186/1471-2377-11-43,"https://scholar.google.com/scholar?cites=8931251194958301149&as_sdt=40005&sciodt=0,10&hl=en",50,2/3/2022 13:42,HTML,10.1186/1471-2377-11-43,,,,,,,52,4.73,13,4,11,"Pain in general and headache in particular are characterized by a change in activity in brain areas involved in pain processing. The therapeutic challenge is to identify drugs with molecular targets that restore the healthy state, resulting in meaningful pain relief or even …",https://bmcneurol.biomedcentral.com/articles/10.1186/1471-2377-11-43,"https://scholar.google.com/scholar?q=related:3cdFW6Qt8nsJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
52,P Gøtzsche,Rational diagnosis and treatment: Evidence-based clinical decision-making,2008,,books.google.com,https://books.google.com/books?hl=en&lr=&id=RKNYZ-Uq_oIC&oi=fnd&pg=PR5&ots=rNXkzT439V&sig=aZrAPZ3DXb3VqnG_NcCzLsWeBeg,"https://scholar.google.com/scholar?cites=10920137240728565416&as_sdt=40005&sciodt=0,10&hl=en",51,2/3/2022 13:42,BOOK,,,,,,,,52,3.71,52,1,14,"Now in its fourth edition, Rational Diagnosis and Treatment: Evidence-Based Clinical Decision-Making is a unique book to look at evidence-based medicine and the difficulty of applying evidence from group studies to individual patients. The book analyses the …",,"https://scholar.google.com/scholar?q=related:qPYjjPYejJcJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
50,W Krämer,The cult of statistical significance,2010,,papers.ssrn.com,https://papers.ssrn.com/Sol3/papers.cfm?abstract_id=1711108,"https://scholar.google.com/scholar?cites=8295913205532770971&as_sdt=40005&sciodt=0,10&hl=en",52,2/3/2022 13:42,,,,,,,,,50,4.17,50,1,12,This article takes issue with a recent book by Ziliak and McCloskey (2008) of the same title. Ziliak and McCloskey argue that statistical significance testing is a barrier rather than a booster for empirical research in many fields and should therefore be abandoned altogether …,https://www.econstor.eu/bitstream/10419/46356/1/640578543.pdf,"https://scholar.google.com/scholar?q=related:m8JAVxsBIXMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2007&as_yhi=2012"
